gsi_deposit_id	deposit_value	mineral	metal_class	state	sheet_no	district	locality	latlong	symbol	rock_type	rock_age	deposit_size	remark	page	latitude	longitude
1334	143.3607	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"85. Bordu"	"22^24'7" : 74^21'20""	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	1	""	34	22.40195	74.35555
1335	143.3607	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"86. Kanera"	"22^24'11" : 74^19'15""	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	1	""	34	22.40306	74.32083
1336	143.3607	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"87. Pomale"	"22^25'16" : 74^27'27""	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	1	""	34	22.42111	74.4575
1337	28.67213	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"88. Chhogi"	"22^21' : 74^05'"	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	3	""	34	22.35	74.08334
1338	28.67213	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"89. Kund (163)"	"22^23' : 74^24'"	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	3	""	34	22.38333	74.4
1339	28.67213	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"90. Kund (215)"	"22^23' : 74^24'"	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	3	""	34	22.38333	74.4
1340	28.67213	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"91. Phaliamhow"	"22^21' : 74^05'"	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	3	""	34	22.35	74.08334
1341	28.67213	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"92. Ponwani"	"22^24' : 74^23'"	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	3	""	34	22.4	74.38333
1342	28.67213	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"13"	"Jhabua dist."	"93. Wadi (318)"	"22^23' : 74^23'"	"Do"	"Dolomitic limestone of Aravalli Supergroup"	"Lower Proterozoic"	3	""	34	22.38333	74.38333
1343	64951	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Mandla dist."	"94. Mugdara"	"22^27' : 80^23'"	"Do"	"Crystalline limestone"	"Archaean"	3	""	34	22.45	80.38333
1347	106.7143	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Seoni dist."	"98. Jatema"	"21^40' : 79^37'"	"Do"	"Dolomitic limestone of Sausar Group"	"Lower Proterozoic"	3	""	34	21.66667	79.61667
1348	106.7143	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Seoni dist."	"99. Khirki"	"21^42' : 79^38'"	"Do"	"Dolomitic limestone of Sausar Group"	"Lower Proterozoic"	3	""	34	21.7	79.63333
1350	776.3334	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MAHARASTRA"	"14"	"Nagpur dist."	"38. Badegaon"	"21^29' : 78^58'"	"Do"	"Dolomitic marble of Sausar Group"	"Lower Proterozoic"	3	""	34	21.48333	78.96667
1351	3881.667	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MAHARASTRA"	"14"	"Nagpur dist."	"39. Deolpur"	"21^35' : 79^20'"	"Do"	"Dolomitic marble of Sausar Group"	"Lower Proterozoic"	1	""	34	21.58333	79.33334
1356	18929.07	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"ORISSA"	"15"	"Sundargarh dist."	"104. Purnapani limestone and dolomite deposit"	"22^10' - 22^15' : 84^25' - 84^35'"	"Do"	"Limestone associated with dolomite of Gangpur Group"	"Lower Proterozoic"	2	""	34	22.20833	84.5
1357	6309.689	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"ORISSA"	"14"	"Sundargarh dist."	"105. Dolomite of Lifripara"	"22^07' : 83^48'"	"Do"	"Limestone associated with dolomite of Gangpur Group"	"Lower Proterozoic"	3	""	34	22.11667	83.8
1359	31548.45	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"ORISSA"	"15"	"Sundargarh dist."	"107. Birmitrapur and Jagda"	"22^20' : 84^40'"	"Do"	"Dolomitic limestone associated with Gangpur Group"	"-"	1	""	34	22.33333	84.66666
1362	150	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Jaipur dist."	"113. Dagota"	"27^09' : 76^16'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.15	76.26667
1363	150	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Jaipur dist."	"114. Kalajpuri"	"27^06' : 76^14'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.1	76.23333
1365	2	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Jhunjhunu dist."	"116. Sior"	"27^58' : 75^58'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.96667	75.96667
1366	1523.5	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Jhunjhunu dist."	"117. Kalipahari"	"27^56' : 75^56'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.93333	75.93333
1368	256	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Sikar dist."	"119. Mahwa"	"27^45' : 75^52'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.75	75.86667
1370	256	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Sikar dist."	"121. Maonda"	"27^48' : 75^48'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.8	75.8
1371	256	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Sikar dist."	"122. Maonda"	"27^48' : 75^50'"	"Do"	"Dolomitic marble occurs in rocks of Delhi Supergroup"	"Lower - Middle Proterozoic"	3	""	34	27.8	75.83334
1374	1.8612	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"UTTAR PRADESH"	"5"	"Dehradun dist."	"125. Silkoti"	"30^25'45" : 78^08'25""	"Do"	"Undiff. Blaini-Krol-Tal Formation"	"Proterozoic - Palaeozoic"	2	""	34	30.42917	78.14027
1375	7954	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"UTTAR PRADESH"	"5"	"Tehri Garwal dist."	"126. Kinwani"	"30^09' : 78^18'"	"Do"	"Undiff. Blaini-Krol-Tal Formation"	"Proterozoic - Palaeozoic"	3	""	34	30.15	78.3
1376	.6204	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"UTTAR PRADESH"	"5"	"Tehri Garwal dist."	"127. Kushrela"	"30^10' : 78^14'58""	"Do"	"Undiff. Blaini-Krol-Tal Formation"	"Proterozoic - Palaeozoic"	3	""	34	30.16667	78.24944
1377	.6204	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"UTTAR PRADESH"	"5"	"Tehri Garwal dist."	"128. Serastone"	"30^18'15" : 78^13'30""	"Do"	"Undiff. Blaini-Krol-Tal Formation"	"Proterozoic - Palaeozoic"	3	""	34	30.30417	78.225
1378	3722.364	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"WEST BENGAL"	"10"	"Jalpaiguri dist."	"129. Jainti Dolomite Belt"	"26^43' : 89^40'"	"Do"	"Dolomite associated with sandstone and shale of Buxa Group"	"Proterozoic"	3	""	34	26.71667	89.66666
1379	18611.82	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"WEST BENGAL"	"10"	"Jalpaiguri dist."	"130. Chuniajhora and Machiakola Block"	"26^40' : 89^40'"	"Do"	"Dolomite associated with sandstone and shale of Buxa Group"	"Proterozoic"	1	""	35	26.66667	89.66666
1380	18611.82	"dolomite"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"WEST BENGAL"	"10"	"Jalpaiguri dist."	"131. Hatipota Block"	"26^40' : 89^40'"	"Do"	"Dolomite associated with sandstone and shale of Buxa Group"	"Proterozoic"	1	""	35	26.66667	89.66666
1381	1459	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"ANDHRA PRADESH"	"18"	"Hyderabad dist."	"1. Fatehpur"	"17^29'10" : 78^23'"	"Fl"	"Feldspar occurs as pocket or lense in quartz vein intruded in granitic rock"	"Archaean"	2	""	35	17.48611	78.38333
1382	28	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Hazaribagh dist."	"2. Kodarma Mica Belt"	"24^28' : 85^35'"	"Fl"	"In the pegmatite veins of Bihar Mica Belt"	"Middle Proterozoic"	2	""	35	24.46667	85.58334
1385	1720	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Jabalpur dist."	"5. Lametaghat"	"23^06'30" : 79^50'30""	"Fl"	"Feldspar occurs in sandstone of Gondwana Supergroup (upper)"	"Triassic-Cretaceous"	2	""	35	23.10833	79.84167
1387	29	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Ajmer dist."	"8. Jitendra"	"25^45' : 74^20'"	"Fl"	"Feldspar occur in pegmatite within the quartz mica schist"	"Triassic-Cretaceous"	3	""	35	25.75	74.33334
1388	6	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Pali dist."	"9. Patria"	"24^53' : 73^14'"	"Fl"	"Pegmatite veins within the mica schist"	"Lower - Middle Proterozoic"	3	""	35	24.88333	73.23333
1389	33	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"RAJASTHAN"	"8"	"Pali dist."	"10. Dangar"	"25^35' : 73^45'"	"Fl"	"Pegmatite veins within granitic rock"	"Upper Proterozoic"	2	""	35	25.58333	73.75
1392	273	"feldspar"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"TAMIL NADU"	"23"	"Tiruchirapalli dist."	"13. Pungambady"	"10^48'45" : 78^50'30""	"Fl"	"Pegmatite veins within Peninsular Gneiss"	"Archaean"	2	""	35	10.8125	78.84167
1402	21	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Bhagalpur dist."	"94. S. of Saladuha"	"24^19' : 87^34'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	35	24.31667	87.56667
1403	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"95. Chandrapura"	"23^46' : 86^22'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	35	23.76667	86.36667
1404	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"79. Sonardih"	"23^49' : 86^21'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	"Jharia Coalfield No. 79-82"	35	23.81667	86.35
1405	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"80. Kendikadih Kusanda area"	"23^42' : 86^23'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.7	86.38333
1406	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"81. Tisra-Suranga area"	"23^43' : 86^28'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.71667	86.46667
1407	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"82. Chasnala - Pathardih area"	"23^40' : 86^25'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.66667	86.41666
1408	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"83. Mugma-Kumardubhi area"	"23^45' : 86^46'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	"Raniganj Coalfield No. 83-86, 115"	36	23.75	86.76667
1409	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"85. Nisra Mine"	"23^45' : 86^45'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.75	86.75
1410	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"86. Ramkanli Mine"	"23^48' : 86^41'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.8	86.68333
1411	79.50611	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Dhanbad dist."	"115. Rangamati Hill"	"23^48' : 86^12'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.8	86.2
1413	270.6667	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Hazaribagh dist."	"97. Bundu Basaria Giridih Mine"	"23^40' : 85^20'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.66667	85.33334
1414	270.6667	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Hazaribagh dist."	"98. Loiyo"	"23^45' : 85^35'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.75	85.58334
1417	844.3526	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Hazaribagh dist."	"101. Nawakhas"	"24^10' : 84^15'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	24.16667	84.25
1418	270.6667	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Hazaribagh dist."	"102. Bachra"	"23^41' : 85^05'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"Carboniferous - Triassic"	1	""	36	23.68333	85.08334
1421	479.812	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Munghyr dist."	"105. Nowedih"	"24^08' : 86^23'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	""	36	24.13333	86.38333
1423	844.3526	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Palamau dist."	"108. Rajhara-Pandua area"	"24^06' : 84^06'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	"North Karanpura, Daltonganj"	36	24.1	84.1
1424	844.3526	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Palamau dist."	"109. Manatu"	"24^05' : 84^20'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	"Aurangabad Coa field 108-111"	36	24.08333	84.33334
1425	844.3526	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"9"	"Palamau dist."	"110. Pandwa"	"24^10' : 84^00'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	""	36	24.16667	84
1427	183	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Ranchi dist."	"112. Hendegir"	"23^40' : 85^10'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	"North Karampura Coalfield 112-113"	36	23.66667	85.16666
1428	844.3526	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Ranchi dist."	"113. Ray-Bisha Jhose Mine"	"23^53' : 84^56'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	""	36	23.88333	84.93333
1430	21	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"15"	"Santhal Parganas dist."	"84. Sulanga Mine"	"23^55' : 87^05'"	"F.Cly"	"Fireclay associated with coal seams within Gondwana Supergroup (Lower)"	"-"	1	""	36	23.91667	87.08334
1433	21	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"BIHAR"	"10"	"Santhal Parganas dist."	"118. Khijaria"	"24^15' : 87^28'"	"F.Cly"	"Rocks of Gondwana Supergroup"	"Triassic - Cretaceous"	1	""	36	24.25	87.46667
1438	395.943	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Bawanagar dist."	"13. Kundra"	"22^20' : 71^10'"	"F.Cly"	"-"	"-"	1	""	36	22.33333	71.16666
1439	217	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Kutch dist."	"23. Devpur"	"23^18' : 69^18'"	"F.Cly"	"Association with sandstone of Juran Formation"	"Mesozoic"	1	""	36	23.3	69.3
1440	217	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Kutch dist."	"24. Anjar taluk"	"23^05' : 70^00'"	"F.Cly"	"Sandstone of Bhuj Formation"	"Mesozoic"	1	""	36	23.08333	70
1441	217	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Kutch dist."	"25. Bhuj taluk"	"23^15' : 69^40'"	"F.Cly"	"Rocks of Jhumara Formation"	"Mesozoic"	1	""	36	23.25	69.66666
1442	217	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Kutch dist."	"26. Lakhapat taluk"	"23^45' : 68^45'"	"F.Cly"	"Associated with Berwati Formation"	"Palaeogene"	1	""	36	23.75	68.75
1443	217	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Kutch dist."	"27. Babia hill"	"23^00' : 69^35'"	"F.Cly"	"Associated with Berwati Formation"	"Palaeogene"	1	""	36	23	69.58334
1444	217	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Kutch dist."	"28. Mandu taluk"	"23^25' : 70^45'"	"F.Cly"	"Associated with sandstone of Wagad Formation"	"Mesozoic"	1	""	36	23.41667	70.75
1449	79.66667	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Rajkot dist."	"20. Panchasia Mine"	"22^40' : 70^50'"	"F.Cly"	"-"	"-"	1	""	36	22.66667	70.83334
1450	79.66667	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Rajkot dist."	"21. Udepur"	"22^42' : 70^50'"	"F.Cly"	"-"	"-"	1	""	36	22.7	70.83334
1451	79.66667	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"GUJRAT"	"12"	"Rajkot dist."	"22. Morvi"	"22^45' : 70^45'"	"F.Cly"	"-"	"-"	1	""	36	22.75	70.75
1457	1724	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Bilaspur dist."	"44. Mainikpur"	"22^30' : 81^30'"	"F.Cly"	"Rocks of Gondwana Supergroup"	"Carboniferous - Triassic"	1	"Korba Coalfield No. 44-49."	37	22.5	81.5
1473	1784	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Jabbalpur dist."	"60. Jabalpur"	"23^19' : 79^59'"	"F.Cly"	"Occurs in the rocks of Gondwana Supergroup"	"Triassic - Cretaceous"	1	""	37	23.31667	79.98333
1474	57.2	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Jabbalpur dist."	"61. Nayagaon"	"23^45' : 79^50'"	"F.Cly"	"Occurs in the rock of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	37	23.75	79.83334
1475	57.2	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Jabbalpur dist."	"62. Bhaganwara"	"23^40' : 80^10'"	"F.Cly"	"Occurs in the rock of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	37	23.66667	80.16666
1476	57.2	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Jabbalpur dist."	"63. Jharela"	"23^40' : 80^35'"	"F.Cly"	"Associated with rocks of Gondwana Supergroup"	"Triassic - Cretaceous"	1	""	37	23.66667	80.58334
1478	57.2	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Jabbalpur dist."	"65. Jarwahi Mine"	"23^40' : 80^20'"	"F.Cly"	"Associated with the rocks of Vindhyan Supergroup"	"Middle - Upper Proterozoic"	1	""	37	23.66667	80.33334
1483	748	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Shadol dist."	"73. Dola"	"23^10' : 82^05'"	"F.Cly"	"Barakar Formation of Gondwana Supergroup"	"Carboniferous - Triassic"	1	""	37	23.16667	82.08334
1485	1784	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Shadol dist."	"75. Majhgawan"	"23^20' : 80^10'"	"F.Cly"	"Occurs in the rocks of Gondwana Supergroup"	"Triassic - Cretaceous"	1	""	37	23.33333	80.16666
1486	57.2	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Shadol dist."	"76. Juala"	"23^40' : 80^40'"	"F.Cly"	"Occurs in the rocks of Gondwana Supergroup"	"Triassic - Cretaceous"	1	""	37	23.66667	80.66666
1487	674	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MADHYA PRADESH"	"14"	"Shadol dist."	"77. Umaria Coalfield"	"24^00' : 80^25'"	"F.Cly"	"Occurs in the rocks of Gondwana Supergroup"	"Triassic - Cretaceous"	1	""	37	24	80.41666
1488	2.5	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MAHARASHTRA"	"14"	"Chanda dist."	"34. Bhandak"	"20^05' : 79^10'"	"F.Cly"	"Associated with the rocks of Gondwana Supergroup"	"Carboniferous - Triassic"	1	""	37	20.08333	79.16666
1489	2.5	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MAHARASHTRA"	"14"	"Chanda dist."	"35. Warora Colliery"	"20^10' : 79^00'"	"F.Cly"	"Associated with the rocks of Gondwana Supergroup"	"Carboniferous - Triassic"	1	""	37	20.16667	79
1490	2.5	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MAHARASHTRA"	"18"	"Chanda dist."	"36. Durgapur Colliery"	"20^00' : 79^15'"	"F.Cly"	"Associated with the rocks of Gondwana Supergroup"	"Carboniferous - Triassic"	1	""	37	20	79.25
1491	2.5	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MAHARASHTRA"	"18"	"Chanda dist."	"37. Ghugus"	"19^55' : 79^05'"	"F.Cly"	"Associated with the rocks of Gondwana Supergroup"	"Carboniferous - Triassic"	1	""	37	19.91667	79.08334
1494	49	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"MEGHALAYA"	"11"	"Garo Hills, Khasi & Jaintia Hills dists."	"38. Tura"	"25^30' : 90^10'"	"F.Cly"	"Associated with rocks of Jaintia Group"	"Palaeogene"	1	""	37	25.5	90.16666
1496	19025	"fire clay"	"CHEMICAL-FERTILISER AND CERAMIC-REFRACTORY MINERALS"	"ORISSA"	"15"	"Cuttack dist."	"1. Patrapara"	"20^20' : 85^37'30""	"F.Cly"	"Occurs in sandstone of Athgarh Formation"	"Triassic - Cretaceous"	1	""	37	20.33333	85.625
